External;Polygons;IV;Samples;Base;Class;Producer;User;F1
;70;YES;1000;Base 2;broadleaf;0,64;0,706624606;0,671664168
;70;YES;1000;Base 2;conifers;0,672131148;0,601173021;0,634674923
;70;YES;1000;Base 2;irrigated;0,261484099;0,229102167;0,244224422
;70;YES;1000;Base 2;N_grassland;0,125412541;0,204301075;0,155419223
;70;YES;1000;Base 2;rainfed;0,324858757;0,456349206;0,379537954
;70;YES;1000;Base 2;rice field;0,407821229;0,924050633;0,565891473
;70;YES;1000;Base 2;S_vegetation;0,377862595;0,4125;0,394422311
;70;YES;1000;Base 2;shrubland;0,358208955;0,43373494;0,392370572
;70;YES;1000;Base 2;urban;0,933085502;0,76993865;0,843697479
;70;YES;1000;Base 2;water;0,853658537;0,951661631;0,9
;70;YES;1000;Base 2;wetland;0,652941176;0,484716157;0,556390977
;70;YES;1000;Base 2;A_grassland;0,404371585;0,205555556;0,272559853
;70;YES;1000;Base 2;baresoil;0,725388601;0,440251572;0,547945205
;70;YES;1000;Base 2;broadleaf;0,61440678;0,484949833;0,542056075
;70;YES;1000;Base 2;conifers;0,698412698;0,624113475;0,65917603
;70;YES;1000;Base 2;irrigated;0,224880383;0,328671329;0,267045455
;70;YES;1000;Base 2;N_grassland;0,24;0,14893617;0,18380744
;70;YES;1000;Base 2;rainfed;0,413333333;0,484375;0,446043165
;70;YES;1000;Base 2;rice field;0,82208589;0,917808219;0,867313916
;70;YES;1000;Base 2;S_vegetation;0,299651568;0,5375;0,384787472
;70;YES;1000;Base 2;shrubland;0,16519174;0,361290323;0,226720648
;70;YES;1000;Base 2;urban;0,897526502;0,841059603;0,868376068
;70;YES;1000;Base 2;water;0,625;0,962732919;0,75794621
;70;YES;1000;Base 2;wetland;0,294117647;0,245901639;0,267857143
;70;YES;1000;Base 2;A_grassland;0,478947368;0,280864198;0,354085603
;70;YES;1000;Base 2;baresoil;0,596969697;0,584569733;0,590704648
;70;YES;1000;Base 2;broadleaf;0,602985075;0,668874172;0,63422292
;70;YES;1000;Base 2;conifers;0,791666667;0,423566879;0,55186722
;70;YES;1000;Base 2;irrigated;0,374545455;0,393129771;0,383612663
;70;YES;1000;Base 2;N_grassland;0,324786325;0,247557003;0,280961183
;70;YES;1000;Base 2;rainfed;0,20952381;0,301369863;0,247191011
;70;YES;1000;Base 2;rice field;0,64516129;0,814479638;0,72
;70;YES;1000;Base 2;S_vegetation;0,306772908;0,455621302;0,366666667
;70;YES;1000;Base 2;shrubland;0,412903226;0,405063291;0,408945687
;70;YES;1000;Base 2;urban;0,910447761;0,772151899;0,835616438
;70;YES;1000;Base 2;water;0,828571429;0,885496183;0,856088561
;70;YES;1000;Base 2;wetland;0,49137931;0,730769231;0,587628866
;70;YES;1000;Base 2;A_grassland;0,7;0,405345212;0,513399154
;70;YES;1000;Base 2;baresoil;0,487719298;0,551587302;0,517690875
;70;YES;1000;Base 2;broadleaf;0,525179856;0,660633484;0,585170341
;70;YES;1000;Base 2;conifers;0,835294118;0,464052288;0,596638655
;70;YES;1000;Base 2;irrigated;0,183023873;0,410714286;0,253211009
;70;YES;1000;Base 2;N_grassland;0,15916955;0,2;0,177263969
;70;YES;1000;Base 2;rainfed;0,349206349;0,374468085;0,361396304
;70;YES;1000;Base 2;rice field;0,759689922;0,823529412;0,790322581
;70;YES;1000;Base 2;S_vegetation;0,488188976;0,31;0,379204893
;70;YES;1000;Base 2;shrubland;0,270588235;0,544378698;0,361493124
;70;YES;1000;Base 2;urban;0,85;0,605341246;0,707105719
;70;YES;1000;Base 2;water;0,917562724;0,977099237;0,946395564
;70;YES;1000;Base 2;wetland;0,903954802;0,603773585;0,7239819
;70;YES;1000;Base 2;A_grassland;0,639534884;0,47826087;0,547263682
;70;YES;1000;Base 2;baresoil;0,590551181;0,62849162;0,608930988
;70;YES;1000;Base 2;broadleaf;0,517350158;0,735426009;0,607407407
;70;YES;1000;Base 2;conifers;0,685950413;0,728070175;0,706382979
;70;YES;1000;Base 2;irrigated;0,189349112;0,296296296;0,231046931
;70;YES;1000;Base 2;N_grassland;0,107969152;0,291666667;0,157598499
;70;YES;1000;Base 2;rainfed;0,40776699;0,331578947;0,36574746
;70;YES;1000;Base 2;rice field;0,739622642;0,787148594;0,762645914
;70;YES;1000;Base 2;S_vegetation;0,46875;0,179640719;0,25974026
;70;YES;1000;Base 2;shrubland;0,438502674;0,290780142;0,349680171
;70;YES;1000;Base 2;urban;0,932926829;0,566666667;0,705069124
;70;YES;1000;Base 2;water;0,745454545;0,75;0,747720365
;70;YES;1000;Base 2;wetland;0,730337079;0,609375;0,66439523
;50;YES;5000;Base 3;A_grassland;;;0,521075581
;50;YES;5000;Base 3;A_grassland;;;0,439195101
;50;YES;5000;Base 3;A_grassland;;;0,169863014
;50;YES;5000;Base 3;A_grassland;;;0,474890549
;50;YES;5000;Base 3;A_grassland;;;0,512948207
;50;YES;5000;Base 3;A_grassland;;;0,353289474
;50;YES;5000;Base 3;A_grassland;;;0,463163454
;50;YES;5000;Base 3;A_grassland;;;0,472213299
;50;YES;5000;Base 3;A_grassland;;;0,561140285
;50;YES;5000;Base 3;A_grassland;;;0,517775752
;50;YES;5000;Base 3;A_grassland;;;0,478439989
;50;YES;5000;Base 3;A_grassland;;;0,386787126
;50;YES;5000;Base 3;A_grassland;;;0,503904217
;50;YES;5000;Base 3;A_grassland;;;0,392929586
;50;YES;5000;Base 3;A_grassland;;;0,238700565
;50;YES;5000;Base 3;A_grassland;;;0,372869565
;50;YES;5000;Base 3;A_grassland;;;0,235758107
;50;YES;5000;Base 3;A_grassland;;;0,451352634
;50;YES;5000;Base 3;A_grassland;;;0,554933726
;50;YES;5000;Base 3;A_grassland;;;0,492018779
;50;YES;5000;Base 3;A_grassland;;;0,439963336
;50;YES;5000;Base 3;A_grassland;;;0,35118525
;50;YES;5000;Base 3;A_grassland;;;0,352028219
;50;YES;5000;Base 3;A_grassland;;;0,496139644
;50;YES;5000;Base 3;A_grassland;;;0,431185761
;50;YES;5000;Base 3;A_grassland;;;0,488244943
;50;YES;5000;Base 3;A_grassland;;;0,430463576
;50;YES;5000;Base 3;A_grassland;;;0,501434309
;50;YES;5000;Base 3;A_grassland;;;0,441435768
;50;YES;5000;Base 3;A_grassland;;;0,477976698
;50;YES;5000;Base 3;baresoil;;;0,568373299
;50;YES;5000;Base 3;baresoil;;;0,660571429
;50;YES;5000;Base 3;baresoil;;;0,56773399
;50;YES;5000;Base 3;baresoil;;;0,604519774
;50;YES;5000;Base 3;baresoil;;;0,547110553
;50;YES;5000;Base 3;baresoil;;;0,627721135
;50;YES;5000;Base 3;baresoil;;;0,538766271
;50;YES;5000;Base 3;baresoil;;;0,646034816
;50;YES;5000;Base 3;baresoil;;;0,635225619
;50;YES;5000;Base 3;baresoil;;;0,585156779
;50;YES;5000;Base 3;baresoil;;;0,534827862
;50;YES;5000;Base 3;baresoil;;;0,413793103
;50;YES;5000;Base 3;baresoil;;;0,539918809
;50;YES;5000;Base 3;baresoil;;;0,664586583
;50;YES;5000;Base 3;baresoil;;;0,553727686
;50;YES;5000;Base 3;baresoil;;;0,623739333
;50;YES;5000;Base 3;baresoil;;;0,628591699
;50;YES;5000;Base 3;baresoil;;;0,625648629
;50;YES;5000;Base 3;baresoil;;;0,542582843
;50;YES;5000;Base 3;baresoil;;;0,579777908
;50;YES;5000;Base 3;baresoil;;;0,562621927
;50;YES;5000;Base 3;baresoil;;;0,652363004
;50;YES;5000;Base 3;baresoil;;;0,630128205
;50;YES;5000;Base 3;baresoil;;;0,724230254
;50;YES;5000;Base 3;baresoil;;;0,658084772
;50;YES;5000;Base 3;baresoil;;;0,522056143
;50;YES;5000;Base 3;baresoil;;;0,712998713
;50;YES;5000;Base 3;baresoil;;;0,610054922
;50;YES;5000;Base 3;baresoil;;;0,50798622
;50;YES;5000;Base 3;baresoil;;;0,725064599
;50;YES;5000;Base 3;broadleaf;;;0,505561173
;50;YES;5000;Base 3;broadleaf;;;0,330935252
;50;YES;5000;Base 3;broadleaf;;;0,696016771
;50;YES;5000;Base 3;broadleaf;;;0,469421488
;50;YES;5000;Base 3;broadleaf;;;0,686217009
;50;YES;5000;Base 3;broadleaf;;;0,534146341
;50;YES;5000;Base 3;broadleaf;;;0,720300752
;50;YES;5000;Base 3;broadleaf;;;0,437802908
;50;YES;5000;Base 3;broadleaf;;;0,445378151
;50;YES;5000;Base 3;broadleaf;;;0,468309859
;50;YES;5000;Base 3;broadleaf;;;0,503173687
;50;YES;5000;Base 3;broadleaf;;;0,57189277
;50;YES;5000;Base 3;broadleaf;;;0,390123457
;50;YES;5000;Base 3;broadleaf;;;0,289322618
;50;YES;5000;Base 3;broadleaf;;;0,56998557
;50;YES;5000;Base 3;broadleaf;;;0,313534567
;50;YES;5000;Base 3;broadleaf;;;0,447031432
;50;YES;5000;Base 3;broadleaf;;;0,565317036
;50;YES;5000;Base 3;broadleaf;;;0,677856682
;50;YES;5000;Base 3;broadleaf;;;0,531594784
;50;YES;5000;Base 3;broadleaf;;;0,320630749
;50;YES;5000;Base 3;broadleaf;;;0,463898917
;50;YES;5000;Base 3;broadleaf;;;0,570873786
;50;YES;5000;Base 3;broadleaf;;;0,683740322
;50;YES;5000;Base 3;broadleaf;;;0,614793468
;50;YES;5000;Base 3;broadleaf;;;0,648237733
;50;YES;5000;Base 3;broadleaf;;;0,445464983
;50;YES;5000;Base 3;broadleaf;;;0,371223022
;50;YES;5000;Base 3;broadleaf;;;0,69921875
;50;YES;5000;Base 3;broadleaf;;;0,650080257
;50;YES;5000;Base 3;conifers;;;0,728961114
;50;YES;5000;Base 3;conifers;;;0,83485309
;50;YES;5000;Base 3;conifers;;;0,831516004
;50;YES;5000;Base 3;conifers;;;0,751509522
;50;YES;5000;Base 3;conifers;;;0,809725159
;50;YES;5000;Base 3;conifers;;;0,806147744
;50;YES;5000;Base 3;conifers;;;0,685733742
;50;YES;5000;Base 3;conifers;;;0,751309956
;50;YES;5000;Base 3;conifers;;;0,768966701
;50;YES;5000;Base 3;conifers;;;0,817620651
;50;YES;5000;Base 3;conifers;;;0,753682768
;50;YES;5000;Base 3;conifers;;;0,818061089
;50;YES;5000;Base 3;conifers;;;0,768326147
;50;YES;5000;Base 3;conifers;;;0,759016917
;50;YES;5000;Base 3;conifers;;;0,789203085
;50;YES;5000;Base 3;conifers;;;0,844111641
;50;YES;5000;Base 3;conifers;;;0,697322468
;50;YES;5000;Base 3;conifers;;;0,833761468
;50;YES;5000;Base 3;conifers;;;0,762141968
;50;YES;5000;Base 3;conifers;;;0,776875299
;50;YES;5000;Base 3;conifers;;;0,778428094
;50;YES;5000;Base 3;conifers;;;0,649148418
;50;YES;5000;Base 3;conifers;;;0,825779626
;50;YES;5000;Base 3;conifers;;;0,861768369
;50;YES;5000;Base 3;conifers;;;0,873250389
;50;YES;5000;Base 3;conifers;;;0,676675211
;50;YES;5000;Base 3;conifers;;;0,683527886
;50;YES;5000;Base 3;conifers;;;0,81015625
;50;YES;5000;Base 3;conifers;;;0,859820383
;50;YES;5000;Base 3;conifers;;;0,804539723
;50;YES;5000;Base 3;irrigated;;;0,162237762
;50;YES;5000;Base 3;irrigated;;;0,350919265
;50;YES;5000;Base 3;irrigated;;;0,343120805
;50;YES;5000;Base 3;irrigated;;;0,335337341
;50;YES;5000;Base 3;irrigated;;;0,398716774
;50;YES;5000;Base 3;irrigated;;;0,21001221
;50;YES;5000;Base 3;irrigated;;;0,29009367
;50;YES;5000;Base 3;irrigated;;;0,271858407
;50;YES;5000;Base 3;irrigated;;;0,154512155
;50;YES;5000;Base 3;irrigated;;;0,386849665
;50;YES;5000;Base 3;irrigated;;;0,39322444
;50;YES;5000;Base 3;irrigated;;;0,299912306
;50;YES;5000;Base 3;irrigated;;;0,352225424
;50;YES;5000;Base 3;irrigated;;;0,262443439
;50;YES;5000;Base 3;irrigated;;;0,431674842
;50;YES;5000;Base 3;irrigated;;;0,446577095
;50;YES;5000;Base 3;irrigated;;;0,372205022
;50;YES;5000;Base 3;irrigated;;;0,297243535
;50;YES;5000;Base 3;irrigated;;;0,385409498
;50;YES;5000;Base 3;irrigated;;;0,192494481
;50;YES;5000;Base 3;irrigated;;;0,395238095
;50;YES;5000;Base 3;irrigated;;;0,214314598
;50;YES;5000;Base 3;irrigated;;;0,33187479
;50;YES;5000;Base 3;irrigated;;;0,382233089
;50;YES;5000;Base 3;irrigated;;;0,208366219
;50;YES;5000;Base 3;irrigated;;;0,240893067
;50;YES;5000;Base 3;irrigated;;;0,400616333
;50;YES;5000;Base 3;irrigated;;;0,257236842
;50;YES;5000;Base 3;irrigated;;;0,376823019
;50;YES;5000;Base 3;irrigated;;;0,499665552
;50;YES;5000;Base 3;N_grassland;;;0,033179724
;50;YES;5000;Base 3;N_grassland;;;0,112311015
;50;YES;5000;Base 3;N_grassland;;;0,121292024
;50;YES;5000;Base 3;N_grassland;;;0,142655367
;50;YES;5000;Base 3;N_grassland;;;0,152905199
;50;YES;5000;Base 3;N_grassland;;;0,221973094
;50;YES;5000;Base 3;N_grassland;;;0,200501253
;50;YES;5000;Base 3;N_grassland;;;0,132267442
;50;YES;5000;Base 3;N_grassland;;;0,120257695
;50;YES;5000;Base 3;N_grassland;;;0,099628253
;50;YES;5000;Base 3;N_grassland;;;0,116640747
;50;YES;5000;Base 3;N_grassland;;;0,101010101
;50;YES;5000;Base 3;N_grassland;;;0,103644647
;50;YES;5000;Base 3;N_grassland;;;0,110447761
;50;YES;5000;Base 3;N_grassland;;;0,158844765
;50;YES;5000;Base 3;N_grassland;;;0,066666667
;50;YES;5000;Base 3;N_grassland;;;0,105369807
;50;YES;5000;Base 3;N_grassland;;;0,075218267
;50;YES;5000;Base 3;N_grassland;;;0,123333333
;50;YES;5000;Base 3;N_grassland;;;0,131195335
;50;YES;5000;Base 3;N_grassland;;;0,055744392
;50;YES;5000;Base 3;N_grassland;;;0,090483619
;50;YES;5000;Base 3;N_grassland;;;0,125628141
;50;YES;5000;Base 3;N_grassland;;;0,090157776
;50;YES;5000;Base 3;N_grassland;;;0,142287991
;50;YES;5000;Base 3;N_grassland;;;0,094683176
;50;YES;5000;Base 3;N_grassland;;;0,149901381
;50;YES;5000;Base 3;N_grassland;;;0,146082337
;50;YES;5000;Base 3;N_grassland;;;0,137044968
;50;YES;5000;Base 3;N_grassland;;;0,071374336
;50;YES;5000;Base 3;rainfed;;;0,167804878
;50;YES;5000;Base 3;rainfed;;;0,108834827
;50;YES;5000;Base 3;rainfed;;;0,229780174
;50;YES;5000;Base 3;rainfed;;;0,352219075
;50;YES;5000;Base 3;rainfed;;;0,338936847
;50;YES;5000;Base 3;rainfed;;;0,246953696
;50;YES;5000;Base 3;rainfed;;;0,226155359
;50;YES;5000;Base 3;rainfed;;;0,43255132
;50;YES;5000;Base 3;rainfed;;;0,161064426
;50;YES;5000;Base 3;rainfed;;;0,31887456
;50;YES;5000;Base 3;rainfed;;;0,3784
;50;YES;5000;Base 3;rainfed;;;0,099230769
;50;YES;5000;Base 3;rainfed;;;0,288985823
;50;YES;5000;Base 3;rainfed;;;0,322882546
;50;YES;5000;Base 3;rainfed;;;0,399183951
;50;YES;5000;Base 3;rainfed;;;0,24456114
;50;YES;5000;Base 3;rainfed;;;0,298827129
;50;YES;5000;Base 3;rainfed;;;0,155868545
;50;YES;5000;Base 3;rainfed;;;0,25267666
;50;YES;5000;Base 3;rainfed;;;0,159496327
;50;YES;5000;Base 3;rainfed;;;0,35666982
;50;YES;5000;Base 3;rainfed;;;0,271835132
;50;YES;5000;Base 3;rainfed;;;0,254230618
;50;YES;5000;Base 3;rainfed;;;0,22984127
;50;YES;5000;Base 3;rainfed;;;0,119036801
;50;YES;5000;Base 3;rainfed;;;0,325867369
;50;YES;5000;Base 3;rainfed;;;0,363492691
;50;YES;5000;Base 3;rainfed;;;0,132352941
;50;YES;5000;Base 3;rainfed;;;0,324693042
;50;YES;5000;Base 3;rainfed;;;0,263845115
;50;YES;5000;Base 3;rice field;;;0,534591195
;50;YES;5000;Base 3;rice field;;;0,762320329
;50;YES;5000;Base 3;rice field;;;0,699934768
;50;YES;5000;Base 3;rice field;;;0,734832153
;50;YES;5000;Base 3;rice field;;;0,685397156
;50;YES;5000;Base 3;rice field;;;0,754656732
;50;YES;5000;Base 3;rice field;;;0,518682945
;50;YES;5000;Base 3;rice field;;;0,735968765
;50;YES;5000;Base 3;rice field;;;0,742897394
;50;YES;5000;Base 3;rice field;;;0,834827145
;50;YES;5000;Base 3;rice field;;;0,726095003
;50;YES;5000;Base 3;rice field;;;0,604558177
;50;YES;5000;Base 3;rice field;;;0,638166047
;50;YES;5000;Base 3;rice field;;;0,690688548
;50;YES;5000;Base 3;rice field;;;0,698553292
;50;YES;5000;Base 3;rice field;;;0,71793172
;50;YES;5000;Base 3;rice field;;;0,730723036
;50;YES;5000;Base 3;rice field;;;0,809917355
;50;YES;5000;Base 3;rice field;;;0,76337381
;50;YES;5000;Base 3;rice field;;;0,848783314
;50;YES;5000;Base 3;rice field;;;0,764736033
;50;YES;5000;Base 3;rice field;;;0,693239796
;50;YES;5000;Base 3;rice field;;;0,664935065
;50;YES;5000;Base 3;rice field;;;0,758142018
;50;YES;5000;Base 3;rice field;;;0,609220637
;50;YES;5000;Base 3;rice field;;;0,810800882
;50;YES;5000;Base 3;rice field;;;0,776794494
;50;YES;5000;Base 3;rice field;;;0,750590458
;50;YES;5000;Base 3;rice field;;;0,751491054
;50;YES;5000;Base 3;rice field;;;0,725483765
;50;YES;5000;Base 3;S_vegetation;;;0,293900185
;50;YES;5000;Base 3;S_vegetation;;;0,109717868
;50;YES;5000;Base 3;S_vegetation;;;0,266666667
;50;YES;5000;Base 3;S_vegetation;;;0,205726405
;50;YES;5000;Base 3;S_vegetation;;;0,390605686
;50;YES;5000;Base 3;S_vegetation;;;0,331456154
;50;YES;5000;Base 3;S_vegetation;;;0,386687797
;50;YES;5000;Base 3;S_vegetation;;;0,268115942
;50;YES;5000;Base 3;S_vegetation;;;0,174781523
;50;YES;5000;Base 3;S_vegetation;;;0,078037904
;50;YES;5000;Base 3;S_vegetation;;;0,138543517
;50;YES;5000;Base 3;S_vegetation;;;0,389179756
;50;YES;5000;Base 3;S_vegetation;;;0,382424736
;50;YES;5000;Base 3;S_vegetation;;;0,436860068
;50;YES;5000;Base 3;S_vegetation;;;0,094302554
;50;YES;5000;Base 3;S_vegetation;;;0,371929825
;50;YES;5000;Base 3;S_vegetation;;;0,416528926
;50;YES;5000;Base 3;S_vegetation;;;0,150905433
;50;YES;5000;Base 3;S_vegetation;;;0,347607053
;50;YES;5000;Base 3;S_vegetation;;;0,117053481
;50;YES;5000;Base 3;S_vegetation;;;0,323024055
;50;YES;5000;Base 3;S_vegetation;;;0,250610252
;50;YES;5000;Base 3;S_vegetation;;;0,260869565
;50;YES;5000;Base 3;S_vegetation;;;0,33290653
;50;YES;5000;Base 3;S_vegetation;;;0,26875
;50;YES;5000;Base 3;S_vegetation;;;0,17611026
;50;YES;5000;Base 3;S_vegetation;;;0,318692543
;50;YES;5000;Base 3;S_vegetation;;;0,238383838
;50;YES;5000;Base 3;S_vegetation;;;0,182815356
;50;YES;5000;Base 3;S_vegetation;;;0,124847001
;50;YES;5000;Base 3;shrubland;;;0,370497427
;50;YES;5000;Base 3;shrubland;;;0,196428571
;50;YES;5000;Base 3;shrubland;;;0,407425036
;50;YES;5000;Base 3;shrubland;;;0,479847909
;50;YES;5000;Base 3;shrubland;;;0,333919156
;50;YES;5000;Base 3;shrubland;;;0,316987741
;50;YES;5000;Base 3;shrubland;;;0,430643362
;50;YES;5000;Base 3;shrubland;;;0,301318267
;50;YES;5000;Base 3;shrubland;;;0,307941653
;50;YES;5000;Base 3;shrubland;;;0,433952255
;50;YES;5000;Base 3;shrubland;;;0,337091988
;50;YES;5000;Base 3;shrubland;;;0,532515337
;50;YES;5000;Base 3;shrubland;;;0,515217391
;50;YES;5000;Base 3;shrubland;;;0,363245567
;50;YES;5000;Base 3;shrubland;;;0,473530638
;50;YES;5000;Base 3;shrubland;;;0,408548708
;50;YES;5000;Base 3;shrubland;;;0,328140214
;50;YES;5000;Base 3;shrubland;;;0,461696658
;50;YES;5000;Base 3;shrubland;;;0,520183486
;50;YES;5000;Base 3;shrubland;;;0,423351159
;50;YES;5000;Base 3;shrubland;;;0,4339537
;50;YES;5000;Base 3;shrubland;;;0,406133444
;50;YES;5000;Base 3;shrubland;;;0,488038278
;50;YES;5000;Base 3;shrubland;;;0,589703588
;50;YES;5000;Base 3;shrubland;;;0,31679563
;50;YES;5000;Base 3;shrubland;;;0,393975426
;50;YES;5000;Base 3;shrubland;;;0,505113384
;50;YES;5000;Base 3;shrubland;;;0,345217883
;50;YES;5000;Base 3;shrubland;;;0,417398946
;50;YES;5000;Base 3;shrubland;;;0,464246425
;50;YES;5000;Base 3;urban;;;0,784466019
;50;YES;5000;Base 3;urban;;;0,807650273
;50;YES;5000;Base 3;urban;;;0,800963433
;50;YES;5000;Base 3;urban;;;0,897631473
;50;YES;5000;Base 3;urban;;;0,797004992
;50;YES;5000;Base 3;urban;;;0,805867665
;50;YES;5000;Base 3;urban;;;0,817076466
;50;YES;5000;Base 3;urban;;;0,863915226
;50;YES;5000;Base 3;urban;;;0,887874176
;50;YES;5000;Base 3;urban;;;0,681528662
;50;YES;5000;Base 3;urban;;;0,852500635
;50;YES;5000;Base 3;urban;;;0,791132664
;50;YES;5000;Base 3;urban;;;0,671294689
;50;YES;5000;Base 3;urban;;;0,72407932
;50;YES;5000;Base 3;urban;;;0,864764268
;50;YES;5000;Base 3;urban;;;0,712018141
;50;YES;5000;Base 3;urban;;;0,841274019
;50;YES;5000;Base 3;urban;;;0,791255289
;50;YES;5000;Base 3;urban;;;0,789111576
;50;YES;5000;Base 3;urban;;;0,743619048
;50;YES;5000;Base 3;urban;;;0,850897736
;50;YES;5000;Base 3;urban;;;0,857917151
;50;YES;5000;Base 3;urban;;;0,864240728
;50;YES;5000;Base 3;urban;;;0,865433137
;50;YES;5000;Base 3;urban;;;0,884406984
;50;YES;5000;Base 3;urban;;;0,799534703
;50;YES;5000;Base 3;urban;;;0,719859402
;50;YES;5000;Base 3;urban;;;0,829078321
;50;YES;5000;Base 3;urban;;;0,801550934
;50;YES;5000;Base 3;urban;;;0,829619472
;50;YES;5000;Base 3;water;;;0,843537415
;50;YES;5000;Base 3;water;;;0,899262899
;50;YES;5000;Base 3;water;;;0,919940328
;50;YES;5000;Base 3;water;;;0,866050808
;50;YES;5000;Base 3;water;;;0,898100173
;50;YES;5000;Base 3;water;;;0,854
;50;YES;5000;Base 3;water;;;0,90021692
;50;YES;5000;Base 3;water;;;0,947194719
;50;YES;5000;Base 3;water;;;0,886750555
;50;YES;5000;Base 3;water;;;0,963692308
;50;YES;5000;Base 3;water;;;0,948760331
;50;YES;5000;Base 3;water;;;0,944071588
;50;YES;5000;Base 3;water;;;0,917127072
;50;YES;5000;Base 3;water;;;0,891008174
;50;YES;5000;Base 3;water;;;0,830409357
;50;YES;5000;Base 3;water;;;0,848133848
;50;YES;5000;Base 3;water;;;0,90508732
;50;YES;5000;Base 3;water;;;0,869666861
;50;YES;5000;Base 3;water;;;0,910281598
;50;YES;5000;Base 3;water;;;0,940594059
;50;YES;5000;Base 3;water;;;0,900810979
;50;YES;5000;Base 3;water;;;0,917618761
;50;YES;5000;Base 3;water;;;0,912389381
;50;YES;5000;Base 3;water;;;0,890466531
;50;YES;5000;Base 3;water;;;0,920840065
;50;YES;5000;Base 3;water;;;0,818745693
;50;YES;5000;Base 3;water;;;0,927958834
;50;YES;5000;Base 3;water;;;0,893780958
;50;YES;5000;Base 3;water;;;0,885093168
;50;YES;5000;Base 3;water;;;0,901631702
;50;YES;5000;Base 3;wetland;;;0,324463519
;50;YES;5000;Base 3;wetland;;;0,724039829
;50;YES;5000;Base 3;wetland;;;0,48267009
;50;YES;5000;Base 3;wetland;;;0,540827147
;50;YES;5000;Base 3;wetland;;;0,428405122
;50;YES;5000;Base 3;wetland;;;0,605820106
;50;YES;5000;Base 3;wetland;;;0,612244898
;50;YES;5000;Base 3;wetland;;;0,838790932
;50;YES;5000;Base 3;wetland;;;0,614785992
;50;YES;5000;Base 3;wetland;;;0,822580645
;50;YES;5000;Base 3;wetland;;;0,247374562
;50;YES;5000;Base 3;wetland;;;0,475624257
;50;YES;5000;Base 3;wetland;;;0,689748812
;50;YES;5000;Base 3;wetland;;;0,730864198
;50;YES;5000;Base 3;wetland;;;0,444444444
;50;YES;5000;Base 3;wetland;;;0,409195402
;50;YES;5000;Base 3;wetland;;;0,545454545
;50;YES;5000;Base 3;wetland;;;0,583280153
;50;YES;5000;Base 3;wetland;;;0,572423398
;50;YES;5000;Base 3;wetland;;;0,749490835
;50;YES;5000;Base 3;wetland;;;0,639127046
;50;YES;5000;Base 3;wetland;;;0,368613139
;50;YES;5000;Base 3;wetland;;;0,323586745
;50;YES;5000;Base 3;wetland;;;0,465313029
;50;YES;5000;Base 3;wetland;;;0,638166047
;50;YES;5000;Base 3;wetland;;;0,532303371
;50;YES;5000;Base 3;wetland;;;0,594905505
;50;YES;5000;Base 3;wetland;;;0,45693563
;50;YES;5000;Base 3;wetland;;;0,637885463
;50;YES;5000;Base 3;wetland;;;0,55019305
;70;NO;1000;Base 1;urban;0,88115942;0,711943794;0,787564767
;70;NO;1000;Base 1;baresoil;0,51369863;0,535714286;0,524475524
;70;NO;1000;Base 1;rainfed;0,392045455;0,193277311;0,25891182
;70;NO;1000;Base 1;irrigated;0,298969072;0,397260274;0,341176471
;70;NO;1000;Base 1;rice field;0,697127937;0,721621622;0,709163347
;70;NO;1000;Base 1;A_grassland;0,496815287;0,47706422;0,48673947
;70;NO;1000;Base 1;broadleaf;0,31986532;0,411255411;0,359848485
;70;NO;1000;Base 1;conifers;0,448051948;0,310810811;0,367021277
;70;NO;1000;Base 1;N_grassland;0,14334471;0,2625;0,185430464
;70;NO;1000;Base 1;shrubland;0,23255814;0,364583333;0,283975659
;70;NO;1000;Base 1;S_vegetation;0,31292517;0,265895954;0,2875
;70;NO;1000;Base 1;wetland;0,523255814;0,447761194;0,482573727
;70;NO;1000;Base 1;water;0,68879668;0,927374302;0,79047619
;70;NO;1000;Base 1;urban;0,827838828;0,680722892;0,747107438
;70;NO;1000;Base 1;baresoil;0,519125683;0,295950156;0,376984127
;70;NO;1000;Base 1;rainfed;0,314553991;0,212025316;0,253308129
;70;NO;1000;Base 1;irrigated;0,340425532;0,3187251;0,329218107
;70;NO;1000;Base 1;rice field;0,625454545;0,65648855;0,640595903
;70;NO;1000;Base 1;A_grassland;0,46728972;0,487012987;0,476947536
;70;NO;1000;Base 1;broadleaf;0,423580786;0,342756184;0,37890625
;70;NO;1000;Base 1;conifers;0,440140845;0,345303867;0,386996904
;70;NO;1000;Base 1;N_grassland;0,113573407;0,264516129;0,158914729
;70;NO;1000;Base 1;shrubland;0,163690476;0,295698925;0,210727969
;70;NO;1000;Base 1;S_vegetation;0,255506608;0,197952218;0,223076923
;70;NO;1000;Base 1;wetland;0,422222222;0,838235294;0,561576355
;70;NO;1000;Base 1;water;0,898550725;0,599033816;0,71884058
;70;NO;1000;Base 1;urban;0,853658537;0,614035088;0,714285714
;70;NO;1000;Base 1;baresoil;0,507407407;0,410179641;0,453642384
;70;NO;1000;Base 1;rainfed;0,256140351;0,339534884;0,292
;70;NO;1000;Base 1;irrigated;0,226765799;0,28372093;0,252066116
;70;NO;1000;Base 1;rice field;0,807407407;0,78700361;0,797074954
;70;NO;1000;Base 1;A_grassland;0,430985915;0,6375;0,514285714
;70;NO;1000;Base 1;broadleaf;0,3125;0,274509804;0,292275574
;70;NO;1000;Base 1;conifers;0,368243243;0,495454545;0,42248062
